word,part_of_speech,meaning,example,example_meaning,definition
formula,noun,công thức,The divine formula called for a fourfold aromatic mixture.,Đức Chúa Trời dặn phải dùng bốn loại hương trong công thức hòa hương.,(mathematics) Any mathematical rule expressed symbolically.
height,noun,chiều cao,Height is dependent on the device’s current orientation.,Chiều cao phụ thuộc vào hướng hiện tại của thiết bị.,The distance from the base of something to the top.
hexagon,noun,hình lục giác,"Instead of expanding circles, they're expanding hexagons .","Thay vì mở ra theo hình tròn, chúng sẽ tạo thành hình lục giác .",A polygon with six sides and six angles.
hypotenuse,noun,cạnh huyền,(Video) Salman Khan: So the hypotenuse is now going to be five.,(Video) Salman Khan: Vậy cạnh huyền là năm.,(geometry) The side of a right triangle opposite the right angle.
interior angle,noun,góc bên trong,"Interiors were created in 3D modeling software, which had the benefit of capturing angles impossible with cameras.","Phần nội tâm được tạo bằng phần mềm mô hình 3D, nó có lợi trong việc chụp được những góc quay khó mà máy ảnh không thể thu lại được.",(geometry) The inner angle between two sides of a polygon.
intersect,verb,cắt ngang nhau,At no point on this graph can I draw a vertical line and it intersects it twice.,Ngay không điểm trên cái biểu đồ Tôi có thể vẽ một đường thẳng đứng và nó cắt ngang nhau hai lần.,to cross; to cut
isosceles,adjective,đồng cánh,"This becomes an isosceles triangle -- again, very shaky.","Cái này trở thành tam giác cân -- một lần nữa, rất linh động.","(geometry) Having two sides of equal length, used especially of an isosceles triangle."
parallelogram,noun,hình bình hành,"You give it a push, this becomes a parallelogram .",Hay đẩy nó vào tạo thành một hình bình hành .,(geometry) A convex quadrilateral in which each pair of opposite edges are parallel and of equal length.
perpendicular,adjective,thẳng góc,be perpendicular,Đứng thẳng !,(geometry) At or forming a right angle (to).
pi,adjective,pi,"Lord Pi , a renegade monk, learned whoever controlled the Golden Nectar could gain immortality.","Chúa tể Pi , một tu sĩ cải đạo, biết rằng... bất cứ ai kiểm soát được Kim Tửu có thể bất tử.",The name of the sixteenth letter of the Classical and Modern Greek alphabets and the seventeenth in Old Greek.
plane section,noun,phần mặt phẳng,The first section of the task group launched planes to land on Okinawa on 7 April 1945.,Đợt thứ nhất của đội đặc nhiệm cho phóng máy bay lên để hạ cánh xuống Okinawa vào ngày 7 tháng 4.,(geometry) the area created by a plane cutting through a solid
point,verb,trỏ,"The default behavior in KDE is to select and activate icons with a single click of the left button on your pointing device. This behavior is consistent with what you would expect when you click links in most web browsers. If you would prefer to select with a single click, and activate with a double click, check this option","Cư xử mặc định của KDE là chọn và kích hoạt biểu tượng bằng một cú nhắp nút bên trái trên thiết bị trỏ . Cư xử này khớp điều khi bạn nhắp vào liên kết trong bộ duyệt Mạng. Nếu bạn muốn chon bằng nhắp đơn, và kích hoạt bằng nhắp đôi, hãy bật tùy chọn này",(intransitive) To extend the index finger in the direction of something in order to show where it is or to draw attention to it.
polygon,noun,đa giác,Setup Polygon Screen Saver,Cài đặt Ảnh bảo vệ Màn hình Đa giác,(geometry) A plane figure bounded by straight edges.
prism,noun,lăng kính,I am a prism .,Tôi là một lăng kính .,"(geometry) A polyhedron with parallel ends of the same size and shape, the other faces being parallelogram-shaped sides."
protractor,noun,thước đo góc,,,A circular or semicircular tool for drawing or measuring angles.
pyramid,noun,kim tự tháp,This pyramid is designed to provide an ambience for meditation to happen.,Kim tự tháp này được thiết kế để cung cấp môi trường cho thiền xảy ra.,"An ancient massive construction with a square or rectangular base and four triangular sides meeting in an apex, such as those built as tombs in Egypt or as bases for temples in Mesoamerica."
quadrant,noun,cung phần tư,"Well, then, send Necrocraft to every corner of the quadrant .",Vậy thì cho tàu Necrocraft đi khắp mọi ngóc ngách của cung phần tư này.,One of the four sections made by dividing an area with two perpendicular lines.
quadrilateral,adjective,tứ giác,"When p = 1 + i and q = (1 + i)/2, then the quadrilateral is square.","Nếu p = 1 + i và q = (1 + i)/2, thì tứ giác đó là hình vuông.",a polygon having four sides.
radius,noun,bán kính,So it must be beyond that radius .,Chắc phải xa hơn bán kính này.,"(anatomy) The long bone in the forearm, on the side of the thumb."
ray,noun,tia,"He, Emilio G. Segrè (1905–1989) who discovered the elements technetium and astatine, and the antiproton), Bruno Rossi (1905–1993) a pioneer in Cosmic Rays and X- ray astronomy) and a number of Italian physicists were forced to leave Italy in the 1930s by Fascist laws against Jews,.","Ông cùng với Emilio G. Segrè (1905–89, khám phá các nguyên tố tecneti và astatin, và phản proton), Bruno Rossi (1905–93, tiên phong trong bức xạ vũ trụ và thiên văn học tia X) và một số nhà vật lý học Ý bị buộc phải rời khỏi Ý trong thập niên 1930 do các đạo luật phát xít chống người Do Thái.",A beam of light or radiation.
right angle,noun,góc vuông,"Let ABC represent a right triangle, with the right angle located at C, as shown on the figure.","Gọi ABC là một tam giác vuông , với góc vuông nằm tại đỉnh C, như ở hình bên.",(geometry) An angle of 90 degrees; the bisect of the angle formed by a single straight line.
origin,noun,nguồn gốc,Kalinin was one of comparatively few members of Stalin's inner circle springing from peasant origins .,Kalinin là một trong số ít thành viên thuộc phe Stalin xuất thân từ nguồn gốc nông dân.,The beginning of something.
rectangle,noun,hình chữ nhật,The black rectangle is the plot from which the mycorrhiza was added.,Hình chữ nhật màu đen là khoảnh đất nơi mà nấm rễ được áp dụng.,(geometry) A quadrilateral having opposing sides parallel and four right angles.
rectangular,adjective,chữ nhật,A rectangular storage container with an open top is to have a volume of 10 meters cubed.,Một ô chứa hình hộp chữ nhật với một nắp được mở có thể tích là 10 mét khối,Having a shape like a rectangle.
rhombus,noun,hình thoi,Give it a little push -- this becomes a rhombus .,Nhưng đẩy nó một tí -- trở thành hình thoi .,(geometry) A parallelogram having all sides of equal length.
rotation,noun,sự quay,A small amount of rotation of the vertebral column itself contributes to the movement.,Một lượng nhỏ sự quay của cột sống tự nó góp phần vào chuyển động.,the act of turning around a centre or an axis
scalene,adjective,lệch,,,"(geometry, of a triangle) Having each of its three sides of different lengths."
scalene triangle,noun,tam giác scalene,,,(geometry) A triangle having each of its three sides of different lengths.
sequence,noun,dãy,Click here to start a sequence of exercises where the percentage is omitted,Nhấn vào để bắt đầu một dãy các bài tập với phần trăm bỏ trống,A set of things next to each other in a set order; a series
square,adjective,vuông,"An array of 1280 × 720 on a 16:9 display has square pixels, but an array of 1024 × 768 on a 16:9 display has oblong pixels.","Một mảng của 1280 × 720 trên 16: 9 hiển thị có điểm ảnh vuông , nhưng một mảng của 1024 × 768 trên 16: 9 có điểm ảnh hình chữ nhật.",(cricket) in line with the batsman's popping crease.
surface area,noun,diện tích mặt,"Its area value (1,852 km2) includes the island Agbash (or Ak-Bashi, white head) area (274 km2), so the water surface area is 1,578 km2 only.","Diện tích của nó (1.852 km2) bao gồm cả diện tích đảo Agbash (hay Ak-Bashi, đầu trắng) là 274 km2, vì thế diện tích mặt nước chỉ còn 1.578 km2.",The total area on the surface of a three-dimensional figure.
symmetry,noun,đối xứng,But now this has some reflectional symmetry .,Nhưng giờ nó có vài điểm đối xứng phản chiếu.,"Exact correspondence on either side of a dividing line, plane, center or axis."
three-dimensional,adjective,ba chiều,Four hundred and forty-five strings in a three - dimensional weave.,445 sợi dây trong một mô hình lưới đan ba chiều .,(not comparable) Existing in three dimensions
translation,noun,bản dịch,He used God’s name in his translation but preferred the form Yahweh.,Ông dùng danh Đức Chúa Trời trong bản dịch nhưng thích chữ Ya-vê hơn.,(uncountable) The act of converting or translating (text from one language to another).
transversal,adjective,ngang,"Both sexes have short, backwards-curving horns measuring 12–16 centimetres (4.7–6.3 in); the sheaths have a series of transverse rings.","Cả hai giới đều có sừng ngắn, cong ngược đo được khoảng 12–16 xentimét (4,7–6,3 in); vỏ sừng là 1 loạt vòng tròn quấn ngang .","Running or lying across; transverse; as, a transversal line."
trapezoid,noun,hình thang,This platform is in front of a door in the shape of a trapezoid .,Cái sân này ở trước một cái cổng theo kiểu hình thang (trapezium).,(geometry) A (convex) quadrilateral with two (non-adjacent) parallel sides.
triangle,noun,tam giác,The three largest metropolitan cities form an industrial triangle within the region.,Ba thành phố lớn nhất tạo thành một tam giác công nghiệp trong khu vực.,(geometry) A polygon with three sides and three angles.
inflict,verb,bắt phải chịu,And of your infliction !,Và anh đã gây ra !,To thrust upon; to impose.
offense,noun,offence,"Stay on offense , Carter.","Tiếp tục tấn công , Carter!",The act of offending; a crime or sin; an affront or injury.
restless,adjective,hiếu động,"“However, I was always restless .","“Tuy nhiên, tôi lúc nào cũng hiếu động .",Deprived of rest or sleep.
circumstances,noun,hoàn cảnh,The report recommends ten guiding policy principles that can be adapted to specific circumstances .,Báo cáo đề xuất 10 nguyên tắc chung có thể áp dụng vào các hoàn cảnh cụ thể.,Plural form of circumstance.
prosperity,noun,sự phát đạt,But does the original manager get to share in the new prosperity ?,Nhưng người quản lý cũ có được phần trong sự phát đạt của xưởng không?,"The condition of being prosperous, of having good fortune"
anarchist,noun,người theo chủ nghĩa vô chính phủ,"Whatever we are, we're not anarchists .","Dù chúng tôi là ai, chúng tôi không phải là người theo chủ nghĩa vô chính phủ .","One who believes in or advocates the absence of hierarchy and authority in most forms (compare anarchism), especially one who works toward the realization of such."
advice,noun,lời khuyên,Let me give you some advice .,Để anh cho em vài lời khuyên .,"An opinion recommended or offered, as worthy to be followed; counsel."
proposal,noun,sự đề nghị,and the President's economic team is hoping to have a proposal before Congress by the end of the month.,Và đội ngũ kinh tế của Tổng thống đang hy vọng có một sự đề nghị trước Quốc hội vào cuối tháng.,"That which is proposed, or propounded for consideration or acceptance; a scheme or design; terms or conditions proposed; offer; as, to make proposals for a treaty of peace; to offer proposals for erecting a building; to make proposals of marriage."
prosecute,verb,truy tố,Prosecute the Holy See?,Truy tố Tòa thánh ư?,"(transitive, law) To start civil or criminal proceedings against."
fraud,verb,lừa gạt,You're not the one being asked to perpetrate a fraud on the American people.,Cô không phải là người bị bắt phải đi lừa gạt người Mỹ.,"Any act of deception carried out for the purpose of unfair, undeserved and/or unlawful gain."
submerged,adjective,ngập,"Although rice grows well in standing water, most rice varieties will die if they're submerged for more than three days.","Mặc dù lúa phát triển tốt ở điều kiện nước đứng, hầu hết các giống lúa sẽ chết nếu chúng bị ngập trong hơn ba ngày.",Simple past tense and past participle of submerge.
arbitrage,verb,sự buôn chứng khoán,"These more radical approaches would imply changes to money supply and likely also a bioregional democracy so that political, economic, and ecological ""environmental limits"" were all aligned, and not subject to the arbitrage normally possible under capitalism.","Những cách tiếp cận căn bản hơn này có thể ám chỉ những thay đổi đối với cung tiền và cũng có thể là sự dân chủ vùng sinh học do đó ""những giới hạn về môi trường"" chính trị, kinh tế, và sinh thái được sắp thành một hàng, và không phải chịu sự buôn chứng khoán thường có thể dưới chủ nghĩa tư bản.",The practice of quickly buying and selling foreign currencies in different markets in order to make a profit
locus,noun,quỹ tích,"It is the fundamental plane of the horizontal coordinate system, the locus of points that have an altitude of zero degrees.",Nó là mặt phẳng cơ bản của hệ tọa độ chân trời là quỹ tích các điểm có độ cao 0 độ.,"A place or locality, especially a centre of activity or the scene of a crime."
ubiquity,noun,phổ biến,"Cnam's motto is ""Omnes docet ubique "", which means ""He (or it) teaches everyone everywhere.""","Cnam là phương châm là ""Omnes docet ubique "" , có nghĩa là ""Ngài (hoặc nó) dạy cho tất cả mọi người ở khắp mọi nơi.""","(uncountable) The state or quality of being, or appearing to be, everywhere at once; actual or perceived omnipresence."
consortium,noun,côngxoocxiom,"Work began at the barrier site in 1974 and construction, which had been undertaken by a Costain/Hollandsche Beton Maatschappij/Tarmac Construction consortium , was largely complete by 1982.","Công việc bắt đầu tại vị trí đập rào chắn trong năm 1974 và công trình xây dựng được thực hiện bởi Côngxoocxiom Costain/Hollandsche Beton Maatschappij/Tarmac Construction, phần lớn của đập được hoàn thành vào năm 1982.","An association or combination of businesses, financial institutions, or investors, for the purpose of engaging in a joint venture."
collaborative,adjective,hợp tác,Collaborate with Hanka Robotics and be destroyed.,Đồng lõa với Hanka Robotics sẽ bị tiêu diệt.,"Of, relating to, or done by collaboration."
etiquette,noun,nghi thức,(b) What motivates the current interest in manners and etiquette ?,b) Điều gì thúc đẩy sự chú ý đến cách xử sự và nghi thức hiện nay?,"The forms required by good breeding, or prescribed by authority, to be observed in social or official life; observance of the proprieties of rank and occasion; conventional decorum; ceremonial code of polite society."
panacea,noun,thuốc chữa bách bệnh,It's not a panacea .,Nó không phải là thuốc chữa bách bệnh .,A remedy believed to cure all disease and prolong life that was originally sought by alchemists; a cure-all.
privatization,noun,Tư nhân hóa,In 1999 the factory was privatized and reorganized.,Năm 1999 nhà máy được tư nhân hóa và tái tổ chức.,The transfer of a company or organization from government to private ownership and control.
austerity,noun,sự khắc khổ,"“Despite continued austere practices,” Chisako recalls, “I could not change my personality.","Chisako thuật lại: “Dù tiếp tục thực hành những sự khắc khổ , tôi không có thể thay đổi được tính tình của tôi.",Severity of manners or life; extreme rigor or strictness; harsh discipline.
constituency,noun,khu vực bầu cử,"In the Scottish Parliament, there are 73 constituencies and eight regions.","Trong Nghị viện Scotland, có 73 khu vực bầu cử và tám vùng.",A district represented by one or more elected officials.
garrison,verb,đóng quân,Stannis Baratheon garrisoned at Castle Black before he marched on Winterfell and was killed.,Stannis Baratheon từng đóng quân tại Hắc Thành trước khi tiến công Winterfell và bị giết.,A permanent military post.
hothead,noun,người bộp chộp,A hothead ?,Một cái đầu nóng ?,(pejorative) One who angers easily or goes in search of arguments or fights.
inscription,noun,câu ghi,The inscription itself is a monument to the establishment of the Julio-Claudian dynasty that was to follow Augustus.,Bản thân những câu ghi này cũng là một vật kỷ niệm sự thành lập của Triều đại Julia-Claudia nối tiếp Augustus.,"Text carved on a wall or plaque, such as a memorial or gravestone."
harness,verb,bộ yên cương,I noticed that they felt very sorry about the harnesses .,Tôi nhận thấy hắn tiếc mấy bộ yên cương lắm.,"(countable) A restraint or support, especially one consisting of a loop or network of rope or straps."
decency,noun,lễ nghi phép tắc,We observe the fucking decencies .,Chúng ta cử hành theo đúng lễ nghi phép tắc .,the quality of being decent; propriety
spade,verb,xẻng,Gotta get them closer and we use the spades .,Phải dụ họ tới gần hơn rồi dùng xẻng .,A garden tool with a handle and a flat blade for digging. Not to be confused with a shovel which is used for moving earth or other materials.
plowshare,noun,cày cày,“Swords into plowshares ”,“Lấy gươm rèn lưỡi - cày ”,"The cutting edge of a plow, typically a metal blade."
depreciation,noun,Khấu hao,You loose machines due to Depreciation .,Bạn mất máy móc do sự khấu hao .,The state of being depreciated.
dwell,verb,ngụ,In secure dwellings and in tranquil resting-places.,Nơi cư ngụ an ổn và chốn nghỉ ngơi yên bình.,A period of time in which a system or component remains in a given state.
bend over backwards,verb,Nằm nghiêng lại.,"Well, I am willing to bend over backwards .",Em sẵn sàng đi cửa sau đấy,(idiomatic) To make a great effort; to take extraordinary care; to go to great lengths.
amok,noun,amok,Evolution run amok .,Chúng ta mất dấu nó rồi .,"Out of control, especially when armed and dangerous"
labyrinth,noun,mê cung,This crooked compass will catch the light and point the way to the labyrinth's location.,Chiếc la bàn này sẽ giữ những tia sáng và chỉ đường đến mê cung .,"maze, especially underground or covered"
occasionally,adverb,đôi khi,Occasionally Loida gets depressed over her condition.,Đôi khi Loida buồn nản về tình trạng của mình.,From time to time; now and then; once in a while; at infrequent intervals.
generator,noun,máy phát,The generator .,Các máy phát điện,"One who, or that which, generates, begets, causes, or produces."
immensely,adverb,rất,"At that time, deep convection surrounding Leslie had immensely improved and a well-defined low-level eye had developed.","Vào lúc này, dòng đối lưu sâu xung quanh Leslie đã tăng lên rất nhiều và bão đã hình thành mắt tầng thấp rõ nét.",Hugely; extremely; vastly.
horrendous,adjective,kinh khủng,"Unfortunately, he has the wrong vision and horrendous experience.","Thật không may, ông ấy có tầm nhìn sai lầm, những kinh nghiệm thật kinh khủng .",Extremely bad; awful; terrible.
groove,verb,đường xoi,Oreopithecus share the specialised orientation at the carpometacarpal joint with A. afarenis and the marked groove for the flexor pollicis longus with A. africanus.,Oreopithecus chia sẻ sự định hướng chuyên biệt tại khớp cổ tay với A. afarenis và đường xoi đặc trưng đối với cơ gập ngón cái với A. africanus.,"A long, narrow channel or depression; e.g., such a slot cut into a hard material to provide a location for an engineering component, a tyre groove, or a geological channel or depression."
unpromising,adjective,không hứa hẹn,He immediately joined the faculty there as a lecturer in mathematics but left after three semesters because of unpromising prospects.,Ông ngay lập tức tham gia giảng viên ở đó như là một giảng viên toán học nhưng sau ba học kỳ vì triển vọng không hứa hẹn .,Not promising
trowel,verb,cái bay,"Before long, an inscription was unearthed that enabled the team to identify the ruins emerging from under their trowels .","Không lâu sau, một bia khắc đã được khai quật, giúp cho đoàn ấy nhận định những tàn tích đang lộ ra dưới những cái bay của họ.","A mason’s tool, used in spreading and dressing mortar, and breaking bricks to shape them."
buck,verb,giặt,Let her buck .,Cho nó đi đi .,"A male deer, antelope, sheep, goat, rabbit, hare, and sometimes the male of other animals such as the ferret and shad."
stylus,noun,bút trâm,"Wherever the stylus had pressed, there was a tiny bump, that could easily be felt with the fingers.",Ở những chỗ đầu cây bút trâm nhấn xuống đều có một điểm nhỏ nhô lên có thể nhận biết dễ dàng bằng các ngón tay.,A sharp stick used in ancient times for writing in clay tablets; a sharp tool for engraving.
garret,noun,gác xép,"And I studied in my little garret at the nurses'residence at Toronto General Hospital, not far from here.","Tôi học trong cái gác xép nhỏ bé của tôi ở khu tập thể y tá ở Bệnh viện Đa khoa Toronto, không xa chỗ này lắm.",An attic or semi-finished room just beneath the roof of a house.
astound,adjective,làm kinh ngạc,"The riches of your banking may astound the world, but one day they will be your undoing!","Sự giàu có của các ngân hàng có thể làm kinh ngạc mọi người, và sẽ có ngày chúng sẽ hủy hoại các con!","To astonish, bewilder or dazzle."
intimidated,adjective,sợ hãi,No wonder Moses was not intimidated by Pharaoh!,Không lạ gì khi Môi-se không sợ Pha-ra-ôn chút nào!,Affected by intimidation
transcribe,verb,chép lại,AIR 20/5578; transcribed by Dan Ford for Warbird's Forum.),AIR 20/5578; sao chép lại bởi Dan Ford cho Warbird's Forum.),"To convert a representation of language, typically speech but also sign language, etc., to another representation. The term now usually implies the conversion of speech to text by a human transcriptionist with the assistance of a computer for word processing and sometimes also for speech recognition, the process of a computer interpreting speech and converting it to text."
glamour,verb,sức mê hoặc,"Putting on “the helmet of salvation” involves keeping vividly in mind the marvelous blessings ahead, not allowing ourselves to be sidetracked by the glitter and glamour of the world.","Đội “sự cứu-chuộc làm mão trụ” bao hàm việc nhớ rõ trong trí từng chi tiết một những ân phước tuyệt diệu trước mắt, không để bị lạc bước bởi ánh sáng lấp lánh và sức mê hoặc của thế gian.","(countable) an item, motif, person, image that by association improves appearance"
notable,noun,đáng chú ý,"It was notable for supporting Visual Basic for Applications (VBA), which is unavailable in Office 2008.","Đáng chú ý , Office 2004 hỗ trợ Visual Basic for Applications (VBA), tính năng không có trong Office 2008.",(dated) Capable of being noted; noticeable; plain; evident.
logo,noun,logo,They can use our logo on any PR or marketing materials you want.,Họ có thể sử dụng logo của chúng tôi trong tất cả các hoạt động PR hoặc marketing mà họ muốn.,A symbol or emblem that acts as a trademark or a means of identification of an institution or other entity.
exclude,verb,loại trừ,There is no way to exclude YouTube.com nor mail.google.com at account level.,Không có cách nào để loại trừ youtube.com cũng như mail.google.com ở cấp tài khoản.,To bar (someone) from entering; to keep out.
diagram,verb,giản đồ,"This diagram shows the body's lymphatic system,",Giản đồ này thể hiện hệ mạch bạch huyết,"A plan, drawing, sketch or outline to show how something works, or show the relationships between the parts of a whole."
remarkable,adjective,đáng chú ý,"How will Jesus and the 144,000 display remarkable humility?",Làm thế nào Chúa Giê-su và 144.000 người thể hiện sự khiêm nhường đáng chú ý ?,"Worthy of being remarked or noticed; noticeable; conspicuous; hence, uncommon; extraordinary."
accomplishment,noun,sự hoàn thành,It was a great feeling of accomplishment !”,Thật là một cảm giác tuyệt vời về sự hoàn thành !”,"The act of accomplishing; entire performance; completion; fulfillment; as, the accomplishment of an enterprise, of a prophecy, etc."
editorial,adjective,biên tập,My editorial director and I went through them and,Chỉ đạo biên tập và tôi đã đọc chúng và,"Of, or relating to an editor, editing or an editorial."
vocal,adjective,nói lớn tiếng,"Of course, our private prayers can also be vocalized .",Dĩ nhiên chúng ta cũng có thể nói lớn tiếng khi cầu nguyện riêng.,"Of or pertaining to the voice or speech; having voice; endowed with utterance; full of voice, or voices"
rival,noun,đối thủ,"* Hillel’s approach was considered more tolerant than that of his rival , Shammai.",* Phương pháp dạy của Hillel được xem là khoan dung hơn cách của đối thủ ông là Shammai.,"A competitor (person, team, company, etc.) who is well known to another and has similar skills and achievements. Defeating a rival may be a primary or necessary goal of a competitor."
bespoke,adjective,cho biết,Everything is bespoke and exactly your size.,Tất cả mọi thứ đã được may sẵn và vừa với anh.,Simple past of bespeak.
boutonniere,noun,lỗ khuy,Are you going to get him a boutonniere ?,Em sẽ mua hoa cài áo cho cậu ta chứ ?,"a small flower or bunch of flowers worn in a buttonhole or worn, pinned, to the lapel of a jacket."
stiletto,adjective,dao găm nhỏ,"Eb Haynes of AllHipHop considered ""Suga Mama"" to be an embodiment of ""the woman wearing and buying $500 stiletto pumps.""","Eb Haynes của AllHipHop coi ""Suga Mama"" như một hiện thân của ""một người phụ nữ mặc và mua $500 dao găm nhỏ .""",Sharp and narrow like a stiletto.
tulle,noun,vải tuyn,"They used black tulle netting on the pants and paired the dress with a transparent side-paneling, coupling it with a black and fuchsia-colored jacket embellished with the letter 'M' in Swarovski crystals.","Họ đã sử dụng vải tuyn đen lưới và kết hợp trang phục với những tấm trong suốt cùng chiếc áo khoác có hai màu đen và fuchisa với chữ in hoa ""M"" trong các miếng Swarovski.","A kind of silk lace or light netting, used for veils, etc."
clog,verb,bít kín,"Eventually , when the pore gets clogged with build-up sebum mixed with dead skin ; acne is the result .","Cuối cùng , khi lỗ chân lông bị bít kín do sự tích tụ bã nhờn cùng với tế bào da chết , hậu quả là làm phát sinh mụn trứng cá .","A type of shoe with an inflexible, often wooden sole sometimes with an open heel."
cravat,noun,ca vát,It's a cravat .,Nó là một cái ca - vát .,"A wide fabric band worn as a necktie by men, having long ends hanging in front."
gewgaw,adjective,vô giá trị,,,"A showy trifle, a toy; a showy ornament or decoration. [from 15th c.]"
tiara,noun,mũ tiara,Break a nail off in your tiara ?,Bị gãy móng bởi cái mũ tiara ?,The papal crown.
jodhpurs,noun,quần đi ngựa,There is a link to Jodhpur .,Thủ phủ huyện Jodhpur đóng ở Jodhpur .,"Flared riding trousers of heavy cloth, fitting tightly from knee to ankle."
vest,noun,áo gi lê,Three-year-old girls usually wear hifu (a type of padded vest ) with their kimono.,Các bé gái lên ba thường mặc hifu (một loại áo gi lê đệm trong) với kimono.,(now rare) A loose robe or outer garment worn historically by men in Arabic or Middle Eastern countries.
chenille,noun,dây viền,It's kind of like a chenille sweater-dress.,Nó giống như áo len làm bằng tua lụa vậy.,an extremely soft and bunchy fabric often used to make sweaters
dungaree,noun,dungaree,I guess there ain't nothing much we can do about our dungarees .,Tôi đoán cũng chả làm gì nổi với mớ quần áo này cả.,"(uncountable) Heavy denim fabric, often blue; blue jean material."
jersey,noun,áo nịt len,"Academic Rachel Moseley describes the combination of ""slim black trousers, flat ballet-style pumps and a fine black jersey "" as one of her signature looks alongside little black dresses, noting that this style was new at the time when women still wore skirts and high heels more often than trousers and flat shoes.","Học giả Rachel Moseley cho rằng ""những chiếc quần đen nhỏ, hài đế bằng theo kiểu ba-lê và áo nịt len đen"" là các trang phục nổi tiếng của bà, ngoài bộ đầm đen, nhận thấy phong cách này mới mẻ vào thời điểm đó, khi phụ nữ vẫn mặc váy và giày cao gót hơn là quần và giày đế bằng.","A garment knitted from wool, worn over the upper body."
satin,adjective,xa tanh,"You woke up one morning in those satin sheets, rolled over, and there was this good-looking guy.",Buổi sáng em thức dậy trong những tấm drap xa tanh đó... phủ trên người và có gã đẹp trai này.,"Smooth and shiny, glossy. Particularly describing a type of paint."
silk,noun,lụa,The silk chiffon Antoinette dress.,Cái váy voan lụa Antoinette.,(uncountable) A fine fiber excreted by the silkworm or other arthropod (such as a spider).
velvet,adjective,bằng nhung,And I'll buy her a blue velvet riding habit.,Và ta sẽ mua cho nó bộ quần áo cưỡi ngựa bằng nhung xanh.,"A closely woven fabric (originally of silk, now also of cotton or man-made fibres) with a thick short pile on one side."
fez,noun,mũ đầu đuôi seo,Ele fez isto.,Tên khốn kiếp đã đã làm điều đó.,A felt hat in the shape of a truncated cone and having a flat top with a tassel attached.
milliner,noun,máy cắt tóc,An exhausting appointment at the milliners ?,Hay một cuộc hẹn dai dẳng với người làm mũ ?,"A person who is involved in the manufacture, design, or sale of hats for women. Category:Occupations"
snood,verb,dây câu,"Married Orthodox Jewish women wear a scarf (tichel or mitpahat), snood , hat, beret, or sometimes a wig (sheitel) in order to conform with the requirement of Jewish religious law that married women cover their hair.","Phụ nữ Do Thái Chính thống giáo mặc một chiếc khăn (tichel), một cái lồng, một chiếc mũ , một chiếc beret, hoặc đôi khi là một bộ tóc giả để phù hợp với yêu cầu của lề luật tôn giáo của người Do Thái mà phụ nữ Do Thái khi đã kết hôn thì họ phải che phủ mái tóc của họ.","A band or ribbon for keeping the hair in place, including the hair-band formerly worn in Scotland and northern England by young unmarried women."
tarboosh,noun,mũ khăn,,,"A red felt or cloth cap with a tassel, worn in the Arab world; a fez."
toque,noun,khỉ mũ,He's been hiding under my toque .,Nó trốn dưới cái mũ đầu bếp của tôi.,A type of hat with no brim.
turban,noun,khăn đóng,"1, 2. (a) What reminder was displayed on the turban of the high priest, and what purpose did it serve?","1, 2. a) Trên khăn đóng của thầy tế lễ thượng phẩm có ghi lời nhắc nhở nào, và để làm gì?",Man’s headdress made by winding a length of cloth round the head.
wimple,verb,lượn,"The French, however, transformed gorge into gorgias and used it to describe one of the most fashionable trends of the Middle Ages, also known as a wimple .","Người Pháp, tuy nhiên, đã biến hóa từ "" gorge "" sang "" gorgias "" và dùng nó để diễn tả một trong những kiểu thời trang nhất ờ thời Trung Cổ, còn được biết đến là khăn trùm đầu.",A cloth which usually covers the head and is worn around the neck and chin. It was worn by women in medieval Europe and is still worn by nuns in certain orders.
altered,adjective,thay đổi,"– Life- altering , sir.","Cuộc sống luôn thay đổi mà, thưa ngài.",Simple past tense and past participle of alter.
egomaniac,noun,tự mãn,He's an egomaniac .,Hắn là người ích kỷ .,A person obsessed with their own (supposed) importance.
flawless,adjective,hoàn mỹ,"As we have discussed, our illusion needs to be flawless .","Như đã nói, viễn cảnh của ta phải thật hoàn mỹ .","Perfect; without flaws, shortcomings or defects."
